Gene stable ID	Mouse gene stable ID	Mouse homology type
ENSG00000204478	ENSMUSG00000072821	ortholog_many2many
ENSG00000204478	ENSMUSG00000094337	ortholog_many2many
ENSG00000204478	ENSMUSG00000095475	ortholog_many2many
ENSG00000204478	ENSMUSG00000095505	ortholog_many2many
ENSG00000204478	ENSMUSG00000037028	ortholog_many2many
ENSG00000204478	ENSMUSG00000091585	ortholog_many2many
ENSG00000204478	ENSMUSG00000078625	ortholog_many2many
ENSG00000204478	ENSMUSG00000070619	ortholog_many2many
ENSG00000204478	ENSMUSG00000050810	ortholog_many2many
ENSG00000204478	ENSMUSG00000070618	ortholog_many2many
ENSG00000204478	ENSMUSG00000029451	ortholog_many2many
ENSG00000204478	ENSMUSG00000046862	ortholog_many2many
ENSG00000204478	ENSMUSG00000079424	ortholog_many2many
ENSG00000204478	ENSMUSG00000078508	ortholog_many2many
ENSG00000204478	ENSMUSG00000025839	ortholog_many2many
ENSG00000204478	ENSMUSG00000047799	ortholog_many2many
ENSG00000204478	ENSMUSG00000096044	ortholog_many2many
ENSG00000204478	ENSMUSG00000070616	ortholog_many2many
ENSG00000204478	ENSMUSG00000096576	ortholog_many2many
ENSG00000204478	ENSMUSG00000094474	ortholog_many2many
ENSG00000204478	ENSMUSG00000096728	ortholog_many2many
ENSG00000204478	ENSMUSG00000078626	ortholog_many2many
ENSG00000204478	ENSMUSG00000035201	ortholog_many2many
ENSG00000204478	ENSMUSG00000078512	ortholog_many2many
ENSG00000204478	ENSMUSG00000070686	ortholog_many2many
ENSG00000204478	ENSMUSG00000070617	ortholog_many2many
ENSG00000204478	ENSMUSG00000041805	ortholog_many2many
ENSG00000204478	ENSMUSG00000046435	ortholog_many2many
ENSG00000204478	ENSMUSG00000025838	ortholog_many2many
ENSG00000204478	ENSMUSG00000078511	ortholog_many2many
ENSG00000204478	ENSMUSG00000066031	ortholog_many2many
ENSG00000204478	ENSMUSG00000070890	ortholog_many2many
ENSG00000204478	ENSMUSG00000078510	ortholog_many2many
ENSG00000204478	ENSMUSG00000066027	ortholog_many2many
ENSG00000204478	ENSMUSG00000094172	ortholog_many2many
ENSG00000204478	ENSMUSG00000078509	ortholog_many2many
ENSG00000204478	ENSMUSG00000059218	ortholog_many2many
ENSG00000204478	ENSMUSG00000095503	ortholog_many2many
ENSG00000204478	ENSMUSG00000066030	ortholog_many2many
ENSG00000204478	ENSMUSG00000078513	ortholog_many2many
ENSG00000204478	ENSMUSG00000096550	ortholog_many2many
ENSG00000204478	ENSMUSG00000095763	ortholog_many2many
ENSG00000204478	ENSMUSG00000095523	ortholog_many2many
ENSG00000204478	ENSMUSG00000094722	ortholog_many2many
ENSG00000204478	ENSMUSG00000095666	ortholog_many2many
ENSG00000204478	ENSMUSG00000096756	ortholog_many2many
ENSG00000204478	ENSMUSG00000107392	ortholog_many2many
ENSG00000204478	ENSMUSG00000096259	ortholog_many2many
ENSG00000204478	ENSMUSG00000095074	ortholog_many2many
ENSG00000204478	ENSMUSG00000095954	ortholog_many2many
ENSG00000204478	ENSMUSG00000095996	ortholog_many2many
ENSG00000204478	ENSMUSG00000094855	ortholog_many2many
ENSG00000204478	ENSMUSG00000095718	ortholog_many2many
ENSG00000204478	ENSMUSG00000092166	ortholog_many2many
ENSG00000204478	ENSMUSG00000096230	ortholog_many2many
ENSG00000204478	ENSMUSG00000094043	ortholog_many2many
ENSG00000204478	ENSMUSG00000070677	ortholog_many2many
ENSG00000204478	ENSMUSG00000079423	ortholog_many2many
ENSG00000204478	ENSMUSG00000072813	ortholog_many2many
ENSG00000204478	ENSMUSG00000072822	ortholog_many2many
ENSG00000204478	ENSMUSG00000096139	ortholog_many2many
ENSG00000204478	ENSMUSG00000073497	ortholog_many2many
ENSG00000204478	ENSMUSG00000095570	ortholog_many2many
ENSG00000204478	ENSMUSG00000096680	ortholog_many2many
ENSG00000204478	ENSMUSG00000074011	ortholog_many2many
ENSG00000204478	ENSMUSG00000072814	ortholog_many2many
ENSG00000204478	ENSMUSG00000095728	ortholog_many2many
ENSG00000204478	ENSMUSG00000094741	ortholog_many2many
ENSG00000204478	ENSMUSG00000096236	ortholog_many2many
ENSG00000204478	ENSMUSG00000094560	ortholog_many2many
ENSG00000204478	ENSMUSG00000096066	ortholog_many2many
ENSG00000204478	ENSMUSG00000095076	ortholog_many2many
ENSG00000204478	ENSMUSG00000094303	ortholog_many2many
ENSG00000204478	ENSMUSG00000094836	ortholog_many2many
ENSG00000204478	ENSMUSG00000094887	ortholog_many2many
ENSG00000204478	ENSMUSG00000092073	ortholog_many2many
ENSG00000204478	ENSMUSG00000096742	ortholog_many2many
ENSG00000204478	ENSMUSG00000096276	ortholog_many2many
ENSG00000204478	ENSMUSG00000095409	ortholog_many2many
ENSG00000204478	ENSMUSG00000096154	ortholog_many2many
ENSG00000204478	ENSMUSG00000073723	ortholog_many2many
ENSG00000204542	ENSMUSG00000039269	ortholog_one2one
ENSG00000270826		
ENSG00000256847		
ENSG00000275700	ENSMUSG00000018697	ortholog_one2one
ENSG00000277911		
ENSG00000229903		
ENSG00000106484	ENSMUSG00000051855	ortholog_one2one
ENSG00000213152		
ENSG00000282796		
ENSG00000214020		
ENSG00000261739		
ENSG00000240874		
ENSG00000276772		
ENSG00000258985		
ENSG00000227698		
ENSG00000004059	ENSMUSG00000020440	ortholog_one2one
ENSG00000264260		
ENSG00000226582		
ENSG00000258478		
ENSG00000258637		
ENSG00000239438		
ENSG00000175104	ENSMUSG00000027164	ortholog_one2one
ENSG00000154645	ENSMUSG00000022860	ortholog_one2one
ENSG00000259106		
ENSG00000224853		
ENSG00000227330		
ENSG00000225235		
ENSG00000224399		
ENSG00000152377	ENSMUSG00000056222	ortholog_one2one
ENSG00000054690	ENSMUSG00000060716	ortholog_one2one
ENSG00000267905		
ENSG00000197180		
ENSG00000229342		
ENSG00000280194		
ENSG00000173275	ENSMUSG00000073176	ortholog_one2one
ENSG00000282416		
ENSG00000226055		
ENSG00000254843		
ENSG00000274751		
ENSG00000236211		
ENSG00000275827		
ENSG00000268758		
ENSG00000279982		
ENSG00000267745		
ENSG00000198162	ENSMUSG00000008763	ortholog_one2one
ENSG00000196865	ENSMUSG00000025078	ortholog_one2one
ENSG00000130813	ENSMUSG00000038884	ortholog_one2one
ENSG00000236105		
ENSG00000132436	ENSMUSG00000035455	ortholog_one2one
ENSG00000277751		
ENSG00000162946	ENSMUSG00000043051	ortholog_one2one
ENSG00000008283	ENSMUSG00000019590	ortholog_one2one
ENSG00000109625	ENSMUSG00000036596	ortholog_one2one
ENSG00000255548		
ENSG00000254242		
ENSG00000159186		
ENSG00000165475	ENSMUSG00000021947	ortholog_one2one
ENSG00000006025	ENSMUSG00000038534	ortholog_one2one
ENSG00000237704		
ENSG00000255308		
ENSG00000104884	ENSMUSG00000030400	ortholog_one2one
ENSG00000106823	ENSMUSG00000043631	ortholog_one2one
ENSG00000269154		
ENSG00000225096		
ENSG00000237025		
ENSG00000235731		
ENSG00000236431		
ENSG00000168490	ENSMUSG00000003469	ortholog_one2one
ENSG00000153201	ENSMUSG00000003226	ortholog_one2one
ENSG00000228453		
ENSG00000256568		
ENSG00000253849		
ENSG00000121716	ENSMUSG00000066682	ortholog_many2many
ENSG00000121716	ENSMUSG00000046245	ortholog_many2many
ENSG00000121716	ENSMUSG00000066684	ortholog_many2many
ENSG00000173452	ENSMUSG00000048004	ortholog_one2one
ENSG00000161013	ENSMUSG00000036620	ortholog_one2one
ENSG00000105486	ENSMUSG00000056394	ortholog_one2one
ENSG00000223838		
ENSG00000253721		
ENSG00000273090		
ENSG00000253975		
ENSG00000283064		
ENSG00000277224	ENSMUSG00000018102	ortholog_one2one
ENSG00000121743	ENSMUSG00000048582	ortholog_one2one
ENSG00000115616	ENSMUSG00000026062	ortholog_one2one
ENSG00000134901	ENSMUSG00000026047	ortholog_one2one
ENSG00000154309	ENSMUSG00000030768	ortholog_one2one
ENSG00000235978		
ENSG00000270255		
ENSG00000206437		
ENSG00000270577		
ENSG00000227919		
ENSG00000135100	ENSMUSG00000029556	ortholog_one2one
ENSG00000229689		
ENSG00000234693		
ENSG00000137812	ENSMUSG00000027326	ortholog_one2one
ENSG00000272148		
ENSG00000237810		
ENSG00000275374		
ENSG00000028310	ENSMUSG00000057649	ortholog_one2one
ENSG00000182580	ENSMUSG00000005958	ortholog_one2one
ENSG00000156011	ENSMUSG00000030465	ortholog_one2one
ENSG00000226904		
ENSG00000223863		
ENSG00000275647		
ENSG00000284737		
ENSG00000260691		
ENSG00000271207		
ENSG00000274265		
ENSG00000179600	ENSMUSG00000048982	ortholog_one2one
ENSG00000237323		
ENSG00000249444		
ENSG00000099385	ENSMUSG00000030814	ortholog_one2one
ENSG00000124818	ENSMUSG00000043972	ortholog_one2one
ENSG00000273991		
ENSG00000254670		
ENSG00000220305		
ENSG00000170430	ENSMUSG00000054612	ortholog_one2one
ENSG00000188523	ENSMUSG00000079502	ortholog_one2one
ENSG00000163444	ENSMUSG00000042305	ortholog_one2one
ENSG00000272494		
ENSG00000180869		
ENSG00000087995	ENSMUSG00000020691	ortholog_one2many
ENSG00000259546		
ENSG00000254895		
ENSG00000183185	ENSMUSG00000074991	ortholog_one2one
ENSG00000250313		
ENSG00000213137		
ENSG00000258638		
ENSG00000255393		
ENSG00000250725		
ENSG00000233089		
ENSG00000164920	ENSMUSG00000022330	ortholog_one2one
ENSG00000248515		
ENSG00000198960	ENSMUSG00000050394	ortholog_one2one
ENSG00000242861		
ENSG00000136709	ENSMUSG00000024400	ortholog_one2one
ENSG00000244002		
ENSG00000203386		
ENSG00000228554		
ENSG00000006451	ENSMUSG00000008859	ortholog_one2one
ENSG00000253810		
ENSG00000204778		
ENSG00000111537	ENSMUSG00000055170	ortholog_one2one
ENSG00000267185		
ENSG00000123427	ENSMUSG00000080115	ortholog_one2one
ENSG00000253615		
ENSG00000282798		
ENSG00000267255		
ENSG00000277440		
ENSG00000225589		
ENSG00000227934		
ENSG00000112378	ENSMUSG00000019851	ortholog_one2one
ENSG00000219463		
ENSG00000250378	ENSMUSG00000110477	ortholog_one2one
ENSG00000239988		
ENSG00000188322	ENSMUSG00000042978	ortholog_one2one
ENSG00000280323		
ENSG00000249198		
ENSG00000174136	ENSMUSG00000048027	ortholog_one2one
ENSG00000118369	ENSMUSG00000035713	ortholog_one2one
ENSG00000279232		
ENSG00000172379	ENSMUSG00000015709	ortholog_one2one
ENSG00000178177	ENSMUSG00000015882	ortholog_one2one
ENSG00000230887		
ENSG00000273540	ENSMUSG00000025754	ortholog_one2one
ENSG00000198795	ENSMUSG00000024420	ortholog_one2one
ENSG00000273513		
ENSG00000271225		
ENSG00000230982		
ENSG00000235932		
ENSG00000250167		
ENSG00000138175	ENSMUSG00000025035	ortholog_one2one
ENSG00000181965	ENSMUSG00000048904	ortholog_one2one
ENSG00000225883		
ENSG00000235310		
ENSG00000272750		
ENSG00000114127	ENSMUSG00000032410	ortholog_one2one
ENSG00000214517	ENSMUSG00000030718	ortholog_one2one
ENSG00000184599	ENSMUSG00000055865	ortholog_one2one
ENSG00000065135	ENSMUSG00000000001	ortholog_one2one
ENSG00000204308	ENSMUSG00000015478	ortholog_one2one
ENSG00000244451		
ENSG00000256351		
ENSG00000170854	ENSMUSG00000022724	ortholog_one2one
ENSG00000101251	ENSMUSG00000074764	ortholog_one2one
ENSG00000282065		
ENSG00000223576		
ENSG00000254035		
ENSG00000276358		
ENSG00000258984		
ENSG00000275419		
ENSG00000229444		
ENSG00000226182		
ENSG00000270553		
ENSG00000231984		
ENSG00000026036	ENSMUSG00000038685	ortholog_one2many
ENSG00000266520		
ENSG00000127334	ENSMUSG00000028630	ortholog_one2one
ENSG00000235872		
ENSG00000248750		
ENSG00000271894		
ENSG00000250908		
ENSG00000134489	ENSMUSG00000037346	ortholog_one2one
ENSG00000249592		
ENSG00000233799		
ENSG00000141759	ENSMUSG00000057130	ortholog_one2one
ENSG00000272829		
ENSG00000272588		
ENSG00000230558		
ENSG00000233559		
ENSG00000249052		
ENSG00000111911	ENSMUSG00000019791	ortholog_one2one
ENSG00000258534		
ENSG00000258735		
ENSG00000261325		
ENSG00000185619	ENSMUSG00000033623	ortholog_one2one
ENSG00000236736		
ENSG00000232815		
ENSG00000228179		
ENSG00000114315	ENSMUSG00000022528	ortholog_one2one
ENSG00000229398		
ENSG00000234071		
ENSG00000255248		
ENSG00000083845	ENSMUSG00000012848	ortholog_one2one
ENSG00000271681		
ENSG00000256723		
ENSG00000260100		
ENSG00000253608		
ENSG00000245688		
ENSG00000266960		
ENSG00000159069	ENSMUSG00000015095	ortholog_one2one
ENSG00000229921		
ENSG00000125337		
ENSG00000137817	ENSMUSG00000025237	ortholog_one2one
ENSG00000186827	ENSMUSG00000029075	ortholog_one2one
ENSG00000253968		
ENSG00000255535		
ENSG00000081177	ENSMUSG00000032705	ortholog_one2one
ENSG00000235994		
ENSG00000089009	ENSMUSG00000029614	ortholog_one2one
ENSG00000031081	ENSMUSG00000022799	ortholog_one2one
ENSG00000100580	ENSMUSG00000034111	ortholog_one2one
ENSG00000271522		
ENSG00000169926	ENSMUSG00000052040	ortholog_one2one
ENSG00000091972	ENSMUSG00000022661	ortholog_one2one
ENSG00000145911	ENSMUSG00000001053	ortholog_one2one
ENSG00000231152		
ENSG00000225499		
ENSG00000165623	ENSMUSG00000026668	ortholog_one2one
ENSG00000006576	ENSMUSG00000039987	ortholog_one2one
ENSG00000263293		
ENSG00000186628	ENSMUSG00000038663	ortholog_one2one
ENSG00000198131		
ENSG00000234448		
ENSG00000196199	ENSMUSG00000079184	ortholog_one2one
ENSG00000228141		
ENSG00000270071		
ENSG00000138109	ENSMUSG00000025004	ortholog_many2many
ENSG00000138109	ENSMUSG00000074882	ortholog_many2many
ENSG00000138109	ENSMUSG00000003053	ortholog_many2many
ENSG00000138109	ENSMUSG00000054827	ortholog_many2many
ENSG00000138109	ENSMUSG00000067225	ortholog_many2many
ENSG00000138109	ENSMUSG00000092008	ortholog_many2many
ENSG00000138109	ENSMUSG00000025003	ortholog_many2many
ENSG00000138109	ENSMUSG00000042248	ortholog_many2many
ENSG00000138109	ENSMUSG00000032808	ortholog_many2many
ENSG00000138109	ENSMUSG00000067231	ortholog_many2many
ENSG00000138109	ENSMUSG00000067229	ortholog_many2many
ENSG00000138109	ENSMUSG00000062624	ortholog_many2many
ENSG00000258763		
ENSG00000228369		
ENSG00000226084		
ENSG00000110911	ENSMUSG00000023030	ortholog_one2one
ENSG00000167770	ENSMUSG00000024767	ortholog_one2one
ENSG00000100968	ENSMUSG00000023411	ortholog_one2one
ENSG00000133315	ENSMUSG00000036278	ortholog_one2one
ENSG00000266901		
ENSG00000259514		
ENSG00000271659		
ENSG00000256824		
ENSG00000268293		
ENSG00000010404	ENSMUSG00000035847	ortholog_one2many
ENSG00000006695	ENSMUSG00000042148	ortholog_one2one
ENSG00000241489	ENSMUSG00000035847	ortholog_one2many
ENSG00000232851		
ENSG00000170448	ENSMUSG00000072889	ortholog_one2one
ENSG00000225926		
ENSG00000117868	ENSMUSG00000021171	ortholog_one2one
ENSG00000050820	ENSMUSG00000031955	ortholog_one2one
ENSG00000120500	ENSMUSG00000060890	ortholog_one2one
ENSG00000280152		
ENSG00000213185	ENSMUSG00000030858	ortholog_many2many
ENSG00000213185	ENSMUSG00000030859	ortholog_many2many
ENSG00000157800	ENSMUSG00000029924	ortholog_one2one
ENSG00000232768		
ENSG00000231912		
ENSG00000219758		
ENSG00000271752		
ENSG00000282364		
ENSG00000230943		
ENSG00000236154		
ENSG00000187969	ENSMUSG00000031330	ortholog_one2one
ENSG00000256372		
ENSG00000188375		
ENSG00000226092		
ENSG00000251321		
ENSG00000272135		
ENSG00000230335		
ENSG00000167447	ENSMUSG00000020495	ortholog_one2one
ENSG00000234039		
ENSG00000217770		
ENSG00000100150	ENSMUSG00000037426	ortholog_one2one
ENSG00000255992		
ENSG00000273568		
ENSG00000145354	ENSMUSG00000028165	ortholog_one2one
ENSG00000246790		
ENSG00000253218		
ENSG00000187210	ENSMUSG00000038843	ortholog_one2one
ENSG00000235568	ENSMUSG00000058099	ortholog_one2one
ENSG00000026025	ENSMUSG00000026728	ortholog_one2one
ENSG00000279198		
ENSG00000073578	ENSMUSG00000021577	ortholog_one2one
ENSG00000109184	ENSMUSG00000051674	ortholog_one2one
ENSG00000104177	ENSMUSG00000049230	ortholog_one2many
ENSG00000104177	ENSMUSG00000027201	ortholog_one2many
ENSG00000198703		
ENSG00000258599		
ENSG00000060749	ENSMUSG00000074994	ortholog_one2one
ENSG00000255297		
ENSG00000144230	ENSMUSG00000052229	ortholog_one2one
ENSG00000260549		
ENSG00000235256		
ENSG00000138757	ENSMUSG00000029405	ortholog_one2one
ENSG00000280069		
ENSG00000198833	ENSMUSG00000028277	ortholog_one2one
ENSG00000203588		
ENSG00000259948		
ENSG00000281756		
ENSG00000162521	ENSMUSG00000057236	ortholog_one2one
ENSG00000165280	ENSMUSG00000028452	ortholog_one2one
ENSG00000114529	ENSMUSG00000033187	ortholog_one2one
ENSG00000232827		
ENSG00000232572		
ENSG00000233699		
ENSG00000228127		
ENSG00000277766		
ENSG00000275210		
ENSG00000224908		
ENSG00000280865		
ENSG00000144306	ENSMUSG00000008226	ortholog_one2one
ENSG00000085978	ENSMUSG00000026289	ortholog_one2one
ENSG00000100207	ENSMUSG00000041852	ortholog_one2many
ENSG00000100207	ENSMUSG00000071262	ortholog_one2many
ENSG00000284600		
ENSG00000273553		
ENSG00000057935	ENSMUSG00000055817	ortholog_one2one
ENSG00000171722	ENSMUSG00000042800	ortholog_one2one
ENSG00000253102		
ENSG00000230409		
ENSG00000198929	ENSMUSG00000038473	ortholog_one2one
ENSG00000139344	ENSMUSG00000015890	ortholog_one2one
ENSG00000215375		
ENSG00000254335		
ENSG00000226609		
ENSG00000177302	ENSMUSG00000002814	ortholog_one2one
ENSG00000228000		
ENSG00000005194	ENSMUSG00000031781	ortholog_one2one
ENSG00000260379		
ENSG00000236565		
ENSG00000229265		
ENSG00000248417		
ENSG00000267233		
ENSG00000166840		
ENSG00000260289		
ENSG00000223724		
ENSG00000162923	ENSMUSG00000038733	ortholog_one2one
ENSG00000279107		
ENSG00000267392		
ENSG00000279104		
ENSG00000269983		
ENSG00000271931		
ENSG00000248308		
ENSG00000106785	ENSMUSG00000039853	ortholog_one2one
ENSG00000260236		
ENSG00000255265		
ENSG00000176547	ENSMUSG00000075069	ortholog_one2one
ENSG00000052749	ENSMUSG00000035049	ortholog_one2one
ENSG00000253515		
ENSG00000168090	ENSMUSG00000019494	ortholog_one2one
ENSG00000259194		
ENSG00000197254		
ENSG00000225705		
ENSG00000264672		
ENSG00000250548		
ENSG00000177675		
ENSG00000281225		
ENSG00000269343		
ENSG00000276464		
ENSG00000213157		
ENSG00000271856		
ENSG00000240729		
ENSG00000279440		
ENSG00000235972		
ENSG00000237169		
ENSG00000255482		
ENSG00000255274	ENSMUSG00000091996	ortholog_one2one
ENSG00000234562		
ENSG00000231773		
ENSG00000236851		
ENSG00000250968		
ENSG00000214203		
ENSG00000243955	ENSMUSG00000057933	ortholog_many2many
ENSG00000243955	ENSMUSG00000074183	ortholog_many2many
ENSG00000243955	ENSMUSG00000074179	ortholog_many2many
ENSG00000243955	ENSMUSG00000111709	ortholog_many2many
ENSG00000249898		
ENSG00000166105	ENSMUSG00000031966	ortholog_one2one
ENSG00000231914		
ENSG00000271245		
ENSG00000251628		
ENSG00000169849		
ENSG00000172296	ENSMUSG00000039092	ortholog_one2one
ENSG00000204113		
ENSG00000071677	ENSMUSG00000090550	ortholog_one2one
ENSG00000126878	ENSMUSG00000001864	ortholog_one2one
ENSG00000240489		
ENSG00000166532	ENSMUSG00000040649	ortholog_one2one
ENSG00000228634		
ENSG00000275812		
ENSG00000125508	ENSMUSG00000027579	ortholog_one2one
ENSG00000248422		
ENSG00000274987		
ENSG00000251442		
ENSG00000251019		
ENSG00000183242		
ENSG00000236657		
ENSG00000138587	ENSMUSG00000032221	ortholog_one2one
ENSG00000261174		
ENSG00000003056	ENSMUSG00000007458	ortholog_one2one
ENSG00000144134	ENSMUSG00000022621	ortholog_one2many
ENSG00000226372	ENSMUSG00000035395	ortholog_one2many
ENSG00000172348	ENSMUSG00000039601	ortholog_one2one
ENSG00000224589		
ENSG00000170442	ENSMUSG00000067615	ortholog_many2many
ENSG00000170442	ENSMUSG00000047641	ortholog_many2many
ENSG00000170442	ENSMUSG00000067613	ortholog_many2many
ENSG00000170442	ENSMUSG00000067614	ortholog_many2many
ENSG00000108823	ENSMUSG00000001508	ortholog_one2one
ENSG00000253262		
ENSG00000148484	ENSMUSG00000026727	ortholog_one2one
ENSG00000233372		
ENSG00000164066	ENSMUSG00000060798	ortholog_one2one
ENSG00000225992		
ENSG00000211688		
ENSG00000254853		
ENSG00000255565		
ENSG00000256953		
ENSG00000256627		
ENSG00000236870		
ENSG00000233312		
ENSG00000204228	ENSMUSG00000073422	ortholog_one2one
ENSG00000196767	ENSMUSG00000056854	ortholog_one2one
ENSG00000162747	ENSMUSG00000059089	ortholog_one2many
ENSG00000119397	ENSMUSG00000057110	ortholog_one2one
ENSG00000259198		
ENSG00000259848		
ENSG00000146373	ENSMUSG00000063760	ortholog_one2one
ENSG00000178015	ENSMUSG00000045509	ortholog_one2one
ENSG00000236548		
ENSG00000280233		
ENSG00000231791		
ENSG00000282235		
ENSG00000267557		
ENSG00000101680	ENSMUSG00000032796	ortholog_one2one
ENSG00000131015		
ENSG00000241404	ENSMUSG00000015467	ortholog_one2one
ENSG00000179935		
ENSG00000230635		
ENSG00000079785	ENSMUSG00000037149	ortholog_one2one
ENSG00000216621		
ENSG00000216713		
ENSG00000258741		
ENSG00000240922		
ENSG00000278860		
ENSG00000168878	ENSMUSG00000056370	ortholog_one2one
ENSG00000282237		
ENSG00000214313		
ENSG00000235621		
ENSG00000143252	ENSMUSG00000058076	ortholog_one2one
ENSG00000254545		
ENSG00000161634		
ENSG00000118507	ENSMUSG00000039166	ortholog_one2one
ENSG00000276923		
ENSG00000126814	ENSMUSG00000034442	ortholog_one2one
ENSG00000135346	ENSMUSG00000028298	ortholog_one2one
ENSG00000257403		
ENSG00000145414	ENSMUSG00000014907	ortholog_one2one
ENSG00000214457		
ENSG00000088448	ENSMUSG00000031508	ortholog_one2one
ENSG00000168830		
ENSG00000266651		
ENSG00000217169		
ENSG00000258289	ENSMUSG00000090258	ortholog_one2one
ENSG00000217776		
ENSG00000236337		
ENSG00000119915	ENSMUSG00000038754	ortholog_one2one
ENSG00000282033		
ENSG00000279754		
ENSG00000255872		
ENSG00000233111		
ENSG00000223570		
ENSG00000163362	ENSMUSG00000041605	ortholog_one2one
ENSG00000234828	ENSMUSG00000031620	ortholog_one2one
ENSG00000167210	ENSMUSG00000032818	ortholog_one2one
ENSG00000235447		
ENSG00000273110		
ENSG00000274844		
ENSG00000236887		
ENSG00000102390	ENSMUSG00000031226	ortholog_one2one
ENSG00000233839		
ENSG00000281548		
ENSG00000095539	ENSMUSG00000025207	ortholog_one2one
ENSG00000277494	ENSMUSG00000022579	ortholog_one2one
ENSG00000235439		
ENSG00000270449		
ENSG00000166348	ENSMUSG00000034235	ortholog_one2one
ENSG00000073861	ENSMUSG00000001444	ortholog_one2one
ENSG00000261587		
ENSG00000129173	ENSMUSG00000046179	ortholog_one2one
ENSG00000033178	ENSMUSG00000035898	ortholog_one2one
ENSG00000198000	ENSMUSG00000021392	ortholog_one2one
ENSG00000254855		
ENSG00000234398		
ENSG00000164919	ENSMUSG00000014313	ortholog_one2one
ENSG00000269055		
ENSG00000158122	ENSMUSG00000021482	ortholog_one2one
ENSG00000268620		
ENSG00000161010	ENSMUSG00000020381	ortholog_one2one
ENSG00000227394		
ENSG00000254885		
ENSG00000060642	ENSMUSG00000043257	ortholog_one2one
ENSG00000119509	ENSMUSG00000028344	ortholog_one2one
ENSG00000144015	ENSMUSG00000090693	ortholog_many2many
ENSG00000144015	ENSMUSG00000079162	ortholog_many2many
ENSG00000144015	ENSMUSG00000067399	ortholog_many2many
ENSG00000253121		
ENSG00000227772		
ENSG00000283463		
ENSG00000166927	ENSMUSG00000024672	ortholog_one2one
ENSG00000183206		
ENSG00000235266		
ENSG00000258033		
ENSG00000225017		
ENSG00000171631	ENSMUSG00000048779	ortholog_one2one
ENSG00000233355		
ENSG00000204971		
ENSG00000223869		
ENSG00000197226	ENSMUSG00000036644	ortholog_one2one
ENSG00000271824	ENSMUSG00000110086	ortholog_one2one
ENSG00000179774	ENSMUSG00000036816	ortholog_one2one
ENSG00000080511	ENSMUSG00000053773	ortholog_one2one
ENSG00000164270	ENSMUSG00000026322	ortholog_one2one
ENSG00000279065		
ENSG00000273747		
ENSG00000269887		
ENSG00000203485	ENSMUSG00000037679	ortholog_one2one
ENSG00000271749		
ENSG00000279951		
ENSG00000235947		
ENSG00000224647		
ENSG00000260923		
ENSG00000134899	ENSMUSG00000026048	ortholog_one2one
ENSG00000257389		
ENSG00000223561		
ENSG00000148735	ENSMUSG00000035818	ortholog_one2one
ENSG00000103160	ENSMUSG00000034189	ortholog_one2one
ENSG00000187988		
ENSG00000230662		
ENSG00000229526		
ENSG00000180902	ENSMUSG00000073609	ortholog_one2one
ENSG00000228264		
ENSG00000277463		
ENSG00000230899		
ENSG00000213921		
ENSG00000142544	ENSMUSG00000038888	ortholog_one2one
ENSG00000278191		
ENSG00000171116		
ENSG00000173503		
ENSG00000274993		
ENSG00000233942		
ENSG00000011028	ENSMUSG00000020695	ortholog_one2one
ENSG00000274565		
ENSG00000271761		
ENSG00000234903		
ENSG00000108671	ENSMUSG00000017428	ortholog_one2one
ENSG00000274455		
ENSG00000258940		
ENSG00000233531		
ENSG00000090266	ENSMUSG00000002416	ortholog_one2one
ENSG00000267909	ENSMUSG00000062961	ortholog_one2one
ENSG00000275893		
ENSG00000135540	ENSMUSG00000039835	ortholog_one2one
ENSG00000180815	ENSMUSG00000031303	ortholog_one2one
ENSG00000180938		
ENSG00000116903	ENSMUSG00000074030	ortholog_one2one
ENSG00000165244	ENSMUSG00000044934	ortholog_one2one
ENSG00000250750		
ENSG00000274026		
ENSG00000184967	ENSMUSG00000033294	ortholog_one2one
ENSG00000004455	ENSMUSG00000028792	ortholog_one2one
ENSG00000175344	ENSMUSG00000030525	ortholog_one2one
ENSG00000180539		
ENSG00000131828	ENSMUSG00000031299	ortholog_one2one
ENSG00000106852	ENSMUSG00000026890	ortholog_one2one
ENSG00000269460		
ENSG00000264456		
ENSG00000236828		
ENSG00000283166		
ENSG00000250999		
ENSG00000049089	ENSMUSG00000028626	ortholog_one2one
ENSG00000267419		
ENSG00000203886		
ENSG00000237250		
ENSG00000236081		
ENSG00000224190		
ENSG00000204661		
ENSG00000167588	ENSMUSG00000023019	ortholog_one2one
ENSG00000239527		
ENSG00000223485		
ENSG00000171368	ENSMUSG00000021573	ortholog_one2one
ENSG00000120708	ENSMUSG00000035493	ortholog_one2one
ENSG00000242123		
ENSG00000216616		
ENSG00000264932		
ENSG00000100603	ENSMUSG00000021039	ortholog_one2one
ENSG00000214788		
ENSG00000107331	ENSMUSG00000026944	ortholog_one2one
ENSG00000268603		
ENSG00000237461		
ENSG00000164821		
ENSG00000271086		
ENSG00000258484	ENSMUSG00000046846	ortholog_one2one
ENSG00000260811	ENSMUSG00000059112	ortholog_one2many
ENSG00000260811	ENSMUSG00000061295	ortholog_one2many
ENSG00000259286		
ENSG00000218265		
ENSG00000234777		
ENSG00000278864		
ENSG00000224680		
ENSG00000253971		
ENSG00000186831		
ENSG00000091831	ENSMUSG00000019768	ortholog_one2one
ENSG00000234577		
ENSG00000271499		
ENSG00000282523		
ENSG00000282361		
ENSG00000276046		
ENSG00000105708		
